city,division,description,link,House No.,Flat No.,Area,Price per month,Number of rooms ,Floor,No. of floors,Build year,Building type,Heating system,energy_class,Nearest kindergarten,Nearest educational institution,Nearest shop,Public transport stop
Vilnius,Filaretai,"Vilnius, Filaretai, Peteliškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-filaretuose-peteliskiu-g-nuomojamas-2-kambariu-butas-filaretu-4-1103709/,28,,"35,54 m²",580 €,2,4,5,2019,Brick,Central,1 Class Good (1-3),240 m,280 m,180 m,190 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, Gilužio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-giluzio-g-nuomojamas-erdvus-ir-jaukus-2-kambariu-butas-4-1105971/,,,"61,29 m²",460 €,2,4,5,2004,Brick,Central thermostat,1 Class Good (1-3),420 m,200 m,210 m,210 m
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, Rugių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-nuo-spalio-men-isnuomojamas-2-kambariu-4-1100601/,10,,58 m²,600 €,2,3,8,2001,Brick,Gas,,400 m,350 m,170 m,250 m
,,,,,,,,,,,,,,,,,,
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Smolensko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-nuomojamas-elegantiskas-erdvus-stilingai-ir-4-1096633/,10,,70 m²,680 €,2,9,11,2008,Brick,Central thermostat,1 Class Good (1-3),110 m,140 m,130 m,200 m
Vilnius,Viršuliškės,"Vilnius, Viršuliškės, Viršuliškių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-isnuomojamas-tvarkingas-virsuliskese-1k-4-1103579/,,,32 m²,300 €,1,6,9,1979,Block house,Central,,420 m,540 m,100 m,110 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Baltupio g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-baltupio-g-isnuomuojamas-vienas-kambarys-dvieju-4-1102813/,,,16 m²,160 €,1,7,9,1988,Block house,Central,,120 m,560 m,210 m,50 m
Vilnius,Karoliniškės,"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-nuomojamas-tvarkingas-ir-labai-siltas-ne-4-1096571/,,,50 m²,500 €,2,7,9,1980,Block house,Central,,260 m,350 m,140 m,220 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Prūsų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-prusu-g-nuomojamas-izoliuotas-pilnai-irengtas-po-4-966989/,2,,"20,6 m²",350 €,1,6,9,1974,Brick,Central,1 Class Good (1-3),330 m,310 m,270 m,50 m
Vilnius,Karoliniškės,"Vilnius, Karoliniškės, Sausio 13-osios g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-sausio-13-osios-g-nuomojamas-naujas-2-kambariu-butasirengtas-4-1103541/,,,53 m²,640 €,2,2,7,2016,Brick,Central thermostat,,420 m,160 m,100 m,270 m
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Parko g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-parko-g-nuomojamas-tvarkingas-ir-priziuretas-1-4-1103527/,,,"31,8 m²",300 €,1,5,9,1970,Brick,Central,1 Class Good (1-3),350 m,210 m,230 m,40 m
Vilnius,Užupis,"Vilnius, Užupis, Užupio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-viena-erdve-su-dviem-laiptais-atskirtomis-4-328451/,16,,70 m²,570 €,2,1,2,1940,Brick,Gas,,140 m,330 m,130 m,160 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Naujininkų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-naujininku-g-butas-jau-laisvas-iki-ausros-vartu-tik-10-4-1105993/,,,38 m²,330 €,2,4,4,1970,Brick,Central,,440 m,500 m,60 m,310 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Islandijos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-islandijos-g-isnuomojamas-3-ju-kambariu-butas-naujai-ir-4-1104683/,2,,80 m²,1 450 €,3,3,4,1959,Brick,Central,1 Class Good (1-3),0 m,310 m,160 m,100 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Jurgio Lebedžio g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jurgio-lebedzio-g-nuo-spalio-10-os-dienos-nuomojamas-stilingai-4-1096433/,1,,75 m²,950 €,4,5,5,2017,Brick,Central,,110 m,670 m,290 m,210 m
Vilnius,Lazdynai,"Vilnius, Lazdynai, Architektų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomojamas-2-kambariu-butas-lazdynuose-4-950853/,,,47 m²,290 €,2,1,5,1976,Block house,Central,1 Class Good (1-3),20 m,180 m,190 m,120 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, K. Vanagėlio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-k-vanagelio-g-isnuomojamas-suremontuotas-2-ju-kambariu-4-1100891/,,,43 m²,450 €,2,2,5,1961,Brick,Central,1 Class Good (1-3),120 m,110 m,130 m,120 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, S. Stanevičiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-nuomojame-erdvu-triju-kambariu-buta-patogioje-4-1105411/,96A,,73 m²,700 €,3,3,5,2004,Brick,Central thermostat,1 Class Good (1-3),430 m,130 m,180 m,150 m
Vilnius,Vilkpėdė,"Vilnius, Vilkpėdė, Savanorių pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-vilkpedeje-savanoriu-pr-nuomojamas-tvarkingas-dvieju-kambariu-butas-4-1104477/,50,,50 m²,400 €,2,2,5,1972,Brick,Central,1 Class Good (1-3),80 m,290 m,200 m,140 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, A. Vivulskio g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-vivulskio-g-vilniaus-centre-ypatingai-geroje-vietoje-4-1103323/,35,,15 m²,160 €,1,3,5,1980,Brick,Central,1 Class Good (1-3),120 m,360 m,390 m,150 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Žalgirio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-zalgirio-g-kokybiskai-irengtas-3k-butas-su-pozeminiu-4-1104811/,,,82 m²,750 €,3,4,9,2006,Brick,Central thermostat,,210 m,550 m,400 m,290 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Visorių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-visoriu-g-4-1100271/,12,,50 m²,500 €,2,6,6,2019,Brick,Central,1 Class Good (1-3),470 m,430 m,230 m,280 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Didlaukio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomojamas-2-izoliuotu-kamb-butas-4-1096377/,58,,49 m²,450 €,2,3,9,1980,Block house,Central,1 Class Good (1-3),130 m,220 m,240 m,140 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Linkmenų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-nuomojamas-naujai-irengtas-studio-tipo-butas-4-1105481/,,,29 m²,430 €,1,5,7,2021,Brick,Central thermostat,,670 m,470 m,460 m,500 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Nemenčinės pl., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-nemencines-pl-labai-ramioje-nemencines-pl-vietoje-pusyno-4-1105715/,,,25 m²,200 €,1,1,2,1990,Brick,Other,,730 m,"1,6 km",20 m,310 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pamėnkalnio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pamenkalnio-g-isnuomojamas-isskirtinis-sviesus-triju-4-1101137/,,,98 m²,1 200 €,3,3,4,2000,Brick,Gas,,130 m,390 m,170 m,50 m
Vilnius,Karoliniškės,"Vilnius, Karoliniškės, Vido Maciulevičiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-vido-maciuleviciaus-g-isnuomojamas-2-k-butas-karoliniskese-vido-4-954091/,,,50 m²,310 €,2,9,9,1972,Block house,Central,,310 m,370 m,360 m,140 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Žolyno g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-zolyno-g-isnuomojamas-labai-jaukus-sviesus-1-4-1105441/,,,25 m²,280 €,1,1,5,1973,Brick,Central,1 Class Good (1-3),440 m,590 m,200 m,130 m
Vilnius,Šiaurės miestelis,"Vilnius, Šiaurės miestelis, Verkių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-verkiu-g-nuomojamas-dvieju-kambariu-butas-snipiskese-4-1105985/,25,,40 m²,400 €,2,3,5,1984,Brick,Central,,200 m,0 m,140 m,60 m
,,,,,,,,,,,,,,,,,,
Vilnius,Šeškinė,"Vilnius, Šeškinė, Musninkų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-seskineje-musninku-g-isnuomojamas-suremontuotas-seskineje-1k-4-1103133/,,,35 m²,350 €,1,3,5,1980,Block house,Central,,100 m,340 m,300 m,220 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Lydos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-lydos-g-vilniaus-senamiestyje-tylioje-lydos-4-1101947/,,,32 m²,650 €,2,3,4,2019,Brick,Other,,60 m,290 m,70 m,140 m
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Pramonės g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-pramones-g-isnuomojamas-1-k-butas-naujojoje-vilnioje-4-1105077/,,,20 m²,280 €,1,4,4,"1969 construction, 2014 renovation",Brick,Gas,,550 m,490 m,390 m,40 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Rinktinės g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-rinktines-g-isnuomojamas-naujas-kokybiskai-irengtas-2-4-1096309/,3A,,42 m²,750 €,2,5,9,2021,Brick,Central thermostat,,410 m,430 m,220 m,230 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Antakalnio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-nuomojamas-suremontuotas-butas-ilgam-laikui-4-1096307/,,,42 m²,370 €,2,1,5,1963,Brick,Central,,280 m,200 m,80 m,60 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Didlaukio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-butas-labai-erdvus-nes-virtuve-sujungta-su-4-1103107/,92,6,85 m²,800 €,3,2,4,2002,Brick,Central thermostat,1 Class Good (1-3),40 m,470 m,190 m,210 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Naugarduko g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-isnuomuojamas-vienas-kambarys-triju-4-1105135/,,,14 m²,130 €,1,3,5,1968,Block house,Central,,240 m,50 m,170 m,40 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Odminių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-odminiu-g-isnuomojamas-butas-su-nepakartojamu-vaizdu-i-4-1103189/,,,35 m²,650 €,2,3,3,1940,Brick,Central,,430 m,130 m,220 m,180 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, M. K. Čiurlionio g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g-isnuomojamas-130-m-4-kambariu-stilingai-4-1103319/,,,130 m²,2 000 €,4,4,5,1999,Brick,Electric,,190 m,290 m,740 m,470 m
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, Mokyklos g., Room rent 3 rooms in a flat",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-mokyklos-g-kambario-nuoma-jeruzaleje-isnuomojamas-4-845583/,,,15 m²,170 €,3,8,12,1996,Brick,Central,,120 m,280 m,520 m,390 m
Vilnius,Užupis,"Vilnius, Užupis, Krivių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-kriviu-g-nuomojamas-1-k-butas-39-kv-m-kriviu-4-1106141/,,,"39,06 m²",500 €,1,2,4,1982,Block house,Central,1 Class Good (1-3),160 m,120 m,590 m,300 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Z. Sierakausko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-z-sierakausko-g-vilniuje-ant-tauro-kalno-isnuomojamas-erdvus-4-1106135/,,,120 m²,850 €,3,1,2,1940,Brick,Central thermostat,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Žygimantų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zygimantu-g-nuomojamas-tvarkingas-kokybiskai-ir-4-1106133/,14,,70 m²,870 €,3,4,4,1955,Brick,Central,1 Class Good (1-3),490 m,300 m,260 m,190 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Pašilaičių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-nuomojamas-1k-butas-pasilaiciuose-pasilaiciu-4-1106123/,1,,40 m²,350 €,1,2,5,2002,Brick,Gas,,260 m,320 m,490 m,120 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Salomėjos Nėries g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-nuomojamas-2k-butas-fabijoniskese-sneries-g-4-1106117/,95,,45 m²,380 €,2,3,12,2006,Brick,Central thermostat,,180 m,690 m,190 m,80 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Šatrijos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-satrijos-g-nuomojamas-naujas-2k-butas-snipiskese-4-1106113/,1,,41 m²,630 €,2,2,6,2021,Brick,Central thermostat,,450 m,230 m,550 m,240 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Didlaukio g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-nuomojamas-puikus-naujas-ekonomiskas-1-4-1106107/,67A,,35 m²,450 €,1,2,5,2021,Brick,Central thermostat,,80 m,170 m,490 m,240 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Didlaukio g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-didlaukio-g-nuomojamas-naujas-kokybiskai-irengtas-15-4-1101939/,67A,,"36,61 m²",480 €,1,3,5,2021,Brick,Central thermostat,,80 m,170 m,490 m,240 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Smolensko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-nuomojamas-erdvus-ir-sviesus-2-kambariu-butas-4-1106101/,37,,50 m²,700 €,2,2,7,2017,Brick,Central thermostat,1 Class Good (1-3),250 m,180 m,110 m,320 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Justiniškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-ramioje-vietoje-justiniskese-justiniskiu-g-4-1106095/,,,50 m²,420 €,2,4,5,1983,Block house,Central,,,,,
Vilnius,Santariškės,"Vilnius, Santariškės, Santariškių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-nuomojamas-kokybiskos-statybos-labai-4-1106077/,,,118 m²,1 200 €,3,2,2,2013,Brick,Gas,,530 m,1 km,410 m,310 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Kareivių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g--jokiu-tarpininkavimo-mokesciu-itin-4-1106069/,,,35 m²,350 €,2,4,5,1977,Brick,"Central, central thermostat",,260 m,140 m,100 m,180 m
Vilnius,Šiaurės miestelis,"Vilnius, Šiaurės miestelis, S. Žukausko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-labai-siltas-sviesus-ir-naujai-4-1106063/,,,55 m²,550 €,2,4,10,2007,Brick,Central thermostat,,180 m,90 m,360 m,220 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Naujininkų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-naujininku-g-nuomojamas-1-kamb-butas-vilniuje-4-1106061/,,,45 m²,300 €,2,4,4,1998,Brick,Central,,440 m,500 m,60 m,310 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, Karaliaučiaus g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-isnuomojamas-jaukus-1k-butas-karaliauciaus-g-4-1106055/,,,30 m²,400 €,1,2,9,2018,Brick,Central thermostat,1 Class Good (1-3),190 m,430 m,140 m,120 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šv. Ignoto g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-nuomojamas-isskirtinis-butas-17-a-statybos-4-1097507/,,,55 m²,800 €,2,1,3,1650,Brick,Central,,250 m,180 m,310 m,240 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šv. Ignoto g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-isnuomojamas-isskirtinis-2k-butas-4-1106045/,,,55 m²,800 €,2,1,3,1700,Brick,Central,,250 m,180 m,310 m,240 m
,,,,,,,,,,,,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šv. Ignoto g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-ignoto-g-isnuomojamas-isskirtinis-2k-butas-4-1106049/,,,55 m²,700 €,2,1,3,1700,Brick,Central,,250 m,180 m,310 m,240 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Žemynos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-zemynos-g-nuomininku-laukia-naujai-irengtas-2-ju-4-1106047/,6,,"38,04 m²",420 €,2,1,9,1988,Monolithic,Central,1 Class Good (1-3),130 m,240 m,140 m,230 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Fabijoniškių g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-nuomojamas-vienas-kambarys-fabijoniskese-4-1106043/,19,,13 m²,130 €,1,3,5,1988,Block house,Central,1 Class Good (1-3),140 m,150 m,200 m,290 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aušros Vartų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-jaukus-studio-tipo-butas-senamiestyje-4-1106035/,,,40 m²,550 €,1,4,4,1945,Brick,Central thermostat,,490 m,90 m,200 m,170 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Subačiaus g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-isnuomojamas-puikus-1-kambario-24-kvm-4-1106033/,,,24 m²,350 €,1,3,5,1940,Brick,Central,1 Class Good (1-3),270 m,280 m,320 m,110 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Sodų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sodu-g-nuomojamas-2-kambariu-butas-senamiestyje-4-1106017/,,,"27,74 m²",450 €,2,2,4,1940,Brick,Gas,,170 m,70 m,10 m,70 m
Vilnius,Karoliniškės,"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g--jokiu-tarpininkavimo-mokesciu-triju-4-1106009/,,,68 m²,399 €,3,4,9,1980,Block house,Central,,170 m,390 m,60 m,250 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, L. Giros g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-l-giros-g-nuomojamas-3-kambariu-butas-l-giros-g-4-1105949/,70,,62 m²,470 €,3,4,9,1990,Block house,Central,1 Class Good (1-3),380 m,160 m,350 m,50 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Konstitucijos pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-nuomojamas-isskirtinis-butas-konstitucijos-pr-4-1105995/,,,78 m²,900 €,2,12,23,2006,Brick,Central thermostat,1 Class Good (1-3),230 m,50 m,50 m,130 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Didlaukio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomojamas-2-kamb-47-kvm-butas-4-1105981/,,,47 m²,380 €,2,3,5,1979,Block house,Central,,240 m,170 m,120 m,60 m
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Dūmų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-dumu-g-geras-pasiulymas-gera-kaina-4-1105977/,3,,35 m²,300 €,2,2,2,1976,Brick,"Electric, central thermostat",,730 m,810 m,480 m,130 m
Vilnius,Lazdynai,"Vilnius, Lazdynai, Erfurto g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-erfurto-g-nuomojamas-tvarkingas-1k-butas-lazdynuose-4-1105975/,,,33 m²,240 €,1,7,9,1985,Block house,Central,1 Class Good (1-3),140 m,260 m,150 m,70 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Jurgio Lebedžio g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jurgio-lebedzio-g-isnuomojamas-naujame-name-butas-su-visais-4-1105973/,,,37 m²,450 €,1,4,5,2018,Brick,Central thermostat,,230 m,740 m,440 m,370 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Kazio Ulvydo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-kazio-ulvydo-g-nuomojamas-modernus-ir-siuolaikiskas-butas-4-1105963/,,,"44,84 m²",570 €,2,4,5,2015,Brick,Central thermostat,,340 m,760 m,570 m,410 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Salomėjos Nėries g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-nuomojamas-dvieju-kambariu-butas-s-neries-4-1105961/,75,,54 m²,400 €,2,7,13,2006,Brick,Central thermostat,,20 m,520 m,260 m,210 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Jurgio Lebedžio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jurgio-lebedzio-g-nuomojamas-jaukus-butas-su-terasa-4-1105959/,,,"28,1 m²",450 €,2,1,4,2018,Brick,Central,,230 m,750 m,440 m,360 m
Vilnius,Lazdynai,"Vilnius, Lazdynai, Žėručio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-zerucio-g-isnuomojamas-irengtas-su-baldais-67kvm-4-1105951/,,,67 m²,530 €,3,3,5,1969,Block house,Central,1 Class Good (1-3),220 m,200 m,110 m,120 m
Vilnius,Pavilnys,"Vilnius, Pavilnys, Gurių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pavilnyje-guriu-g-nuomojamas-itin-sviesus-ir-jaukus-4-1105939/,,,81 m²,750 €,3,2,2,2013,Brick,Gas,,230 m,"1,9 km",660 m,30 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Žalioji g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-zalioji-g-nuomojamas-erdvus-butas-zveryne-zaliosios-g-4-1094665/,,,122 m²,1 290 €,4,1,3,2013,Brick,Gas,,270 m,110 m,220 m,160 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Rinktinės g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-rinktines-g-nuomojamas-stilingai-irengtas-prestizinis-4-1103421/,,,42 m²,750 €,2,5,9,2021,Brick,Central thermostat,,320 m,260 m,310 m,40 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Kaštonų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-kastonu-g-isnuomojamas-erdvus-ir-jaukus-2-kambariu-4-1103519/,,,"56,37 m²",700 €,2,4,5,1940,Brick,Central,1 Class Good (1-3),490 m,490 m,200 m,170 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Gedvydžių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-gedvydziu-g-bendra-informacija-vieta-gedvydziu-g-14-4-1104773/,14,,"36,78 m²",400 €,1,7,9,1990,Block house,Central,1 Class Good (1-3),330 m,220 m,290 m,260 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Gedimino pr., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-isnuomojamas-jaukiai-irengtas-3-kambariu-4-1105931/,46,,93 m²,900 €,4,4,4,1940,Brick,"Central thermostat, other",1 Class Good (1-3),430 m,170 m,130 m,130 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Mindaugo g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-juridinis-asmuo-isnuomoja-puikiai-irengtus-3-4-1105929/,,,90 m²,1 450 €,3,4,5,2017,Brick,"Central thermostat, other, gas",,230 m,120 m,110 m,210 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Savanorių pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-isskirtinai-erdvus-ir-puikiai-4-1105927/,6,,67 m²,850 €,2,4,9,2015,Brick,"Central thermostat, other",,210 m,290 m,320 m,160 m
,,,,,,,,,,,,,,,,,,
